4
58 150
0.138117 0.173269 0.116964 0.116031 0.090523 0.087723 0.093945 0.088656 0.112609 0.12163 0.17078 0.182601 0.143716 0.119142 0.084612 0.085234 0.085546 0.085857 0.118519 0.120075 0.165803 0.170469 0.115098 0.111987 0.083057 0.082746 0.082124 0.082124 0.111676 0.122563 0.184467 0.174824 0.089589 0.094256 0.091145 0.085546 0.188822 0.16798 0.115098 0.114475 0.081813 0.083679 0.082435 0.082746 0.118519 0.125674 0.193177 0.178246 0.130962 0.107632 0.084301 0.08399 0.083057 0.088034 0.107943 0.106076 0.157404 0.099544 
1 2 0.488104
2 1 0.176083
2 3 0.092389
3 2 0.087412
2 4 0.079946
4 2 0.0670365
3 5 0.055216
5 3 0.050705
3 6 0.089599
6 3 0.294294
4 7 0.068125
7 4 0.0480605
4 8 0.106086
8 4 0.288694
5 9 0.091153
9 5 0.369267
6 9 0.052261
9 6 0.059727
7 10 0.086797
10 7 0.348736
8 10 0.053194
10 8 0.0597265
9 11 0.2725015
11 9 0.268302
10 11 0.2081095
11 10 0.1833785
11 12 0.531036
12 11 0.098623
12 13 0.23735
13 12 0.212931
12 14 0.134229
14 12 0.1336065
13 15 0.041374
15 13 0.05475
13 16 0.07529
16 13 0.281539
14 17 0.073724
17 14 0.056926
14 18 0.107797
18 14 0.279983
15 19 0.095819
19 15 0.424953
16 19 0.052261
19 16 0.067193
17 20 0.095196
20 17 0.375178
18 20 0.0555265
20 18 0.0689025
19 21 0.1432505
21 19 0.140761
20 21 0.087412
21 20 0.1090315
21 22 0.071858
22 21 0.079946
22 23 0.592631
23 22 0.395087
22 24 0.0903675
24 22 0.0986105
23 25 0.053038
25 23 0.055994
23 26 0.0598815
26 23 0.055993
24 27 0.057238
27 24 0.058171
24 28 0.3674
28 24 0.103285
25 29 0.054749
29 25 0.056304
26 29 0.0577045
29 26 0.062526
27 30 0.289627
30 27 0.083689
28 30 0.061282
30 28 0.051639
29 31 0.367089
31 29 0.083691
30 31 0.132518
31 30 0.1317405
31 32 0.080569
32 31 0.133762
32 33 0.059104
33 32 0.038574
32 34 0.059106
34 32 0.033286
32 35 0.059417
35 32 0.035775
32 36 0.064082
36 32 0.042306
33 37 0.037331
37 33 0.041064
34 37 0.031418
37 34 0.049772
35 37 0.088975
37 35 0.62903
36 37 0.0530375
37 36 0.0785465
37 38 0.0723255
38 37 0.0975225
38 39 0.541302
39 38 0.096442
38 40 0.0835235
40 38 0.113543
39 41 0.0673475
41 39 0.0592595
39 42 0.04355
42 39 0.042617
40 43 0.0695255
43 40 0.057549
40 44 0.383267
44 40 0.097374
41 45 0.042617
45 41 0.042618
42 45 0.0561495
45 42 0.06937
43 46 0.289316
46 43 0.103287
44 46 0.0549045
46 44 0.0577045
45 47 0.0701475
47 45 0.0547495
46 47 0.081813
47 46 0.071236
47 48 0.052894
48 47 0.501171
48 49 0.058171
49 48 0.062526
48 50 0.055682
50 48 0.075591
49 51 0.0424625
51 49 0.052261
49 52 0.334426
52 49 0.095819
50 53 0.073725
53 50 0.0583265
50 54 0.352779
54 50 0.091464
51 55 0.289938
55 51 0.096442
52 55 0.051328
55 52 0.058793
53 56 0.286205
56 53 0.098931
54 56 0.055682
56 54 0.062215
55 57 0.086168
57 55 0.1189855
56 57 0.1003225
57 56 0.124119
57 58 0.101422
58 57 0.326958
