4
267 598
0.280899 1.7185265 3.075896 2.148119 2.1471855 2.195558 1.6426245 4.348809 3.290537 2.464636 7.957575 2.108768 2.125255 2.258083 1.638736 4.483193 3.356173 2.2439295 7.607928 2.0463975 2.095081 2.100058 1.5776095 4.5657835 3.2913145 2.36727 8.1593055 2.05993 2.1222995 2.1387865 1.588964 4.24771 3.447629 2.493566 7.304009 2.201157 2.1686495 2.117478 1.5675 4.174919 3.394124 2.457482 7.264814 2.087615 2.107213 2.1201225 1.574344 4.2239135 3.298625 2.446905 8.175326 2.054019 2.005803 2.104413 1.574033 4.321435 3.2505635 2.394956 7.522382 2.0078245 2.098814 2.105657 1.565323 4.23309 3.268762 2.227909 7.4581455 1.979362 2.236308 2.336785 1.689752 4.611355 4.087819 2.21951 7.5424465 2.01078 2.109079 2.268971 1.7238145 4.327656 3.301113 2.374114 7.532648 2.188403 2.0532415 2.0905705 1.564078 4.187673 3.2913145 2.214844 7.299965 2.011402 2.0282 2.2164 1.637803 4.470439 3.584501 2.402733 7.490653 2.0740835 1.940166 2.070195 1.5791655 4.1616985 3.398479 2.391845 7.3346495 2.027578 1.969096 2.100369 1.5601895 4.181763 3.217746 2.5357165 8.199901 1.924613 1.9384555 2.1450085 1.572788 4.110216 3.494912 2.43975 7.41444 2.0641295 2.005492 2.071439 1.5605005 4.7194535 3.380437 2.401488 7.5993735 2.1624285 2.1969575 2.110946 1.582743 4.342277 3.337509 2.528406 7.835945 2.160095 2.147652 2.2118895 1.692241 4.3197235 3.418699 2.596843 8.0152785 2.2106445 2.2461075 2.18467 1.594563 4.22438 3.364572 2.499166 8.00268 2.087304 1.965985 2.114056 1.5517905 4.379917 3.327244 2.320298 7.557845 2.058685 1.949187 2.22231 1.679798 4.349431 3.297069 2.314388 7.405419 1.933634 2.048109 2.141431 1.5729435 4.2198695 3.339375 2.333674 7.534981 2.058685 2.073617 2.107835 1.5828985 4.2957715 3.266584 2.5839335 7.840922 1.968163 2.119034 2.107213 1.579321 4.176163 3.2592735 2.542405 9.8786095 2.031622 2.07175 2.1011465 1.5875645 4.219092 3.380748 2.434151 7.621615 2.053708 2.175027 2.212356 1.686952 4.337922 3.379193 2.388734 7.546957 2.041887 2.0501305 2.256217 1.642469 4.310236 3.460072 2.457482 7.4870755 2.113434 2.053708 2.1139005 1.59503 4.2111595 3.3277105 2.3220095 7.513672 2.044687 2.0560415 2.4595035 1.851821 4.7303415 3.643294 2.2510845 7.36809 2.133343 2.131788 2.177982 1.5440135 4.145056 3.373282 2.325898 7.352225 2.0566635 2.048109 2.0983475 1.555368 4.185807 3.589479 2.655324 8.139242 1.903771 2.172227 2.212978 1.499686 4.213181 3.293648 2.686743 2.070506 2.0417315 2.087926 1.528616 4.7561605 3.60161 3.132823 1.342283 10.3178455 
1 2 0.001867
2 1 0.2216385
2 3 0.0191565
3 2 0.348142
3 4 1.3458565
4 3 1.463909
4 5 3.60605
5 4 3.839048
5 6 0.0835215
6 5 0.309827
5 7 0
7 5 0.1217805
6 8 0.679689
8 6 0.0729365
7 8 0.100786
8 7 0.105761
8 9 1.5694535
9 8 1.837898
9 10 0.225214
10 9 0.197841
10 11 0.011858
11 10 0.372788
11 12 0.4487155
12 11 0.743308
12 13 0.1918105
13 12 0.174235
13 14 5.007035
14 13 4.8682965
13 15 0
15 13 0.066566
14 16 0
16 14 0.0474285
15 16 3.6505995
16 15 3.7418975
16 17 0.007843
17 16 0.3010175
17 18 0.332535
18 17 0.1821315
18 19 0.192902
19 18 0.2511515
19 20 1.7065415
20 19 3.6852845
20 21 4.267868
21 20 4.443005
21 22 6.3979995
22 21 6.556491
21 23 0
23 21 0.165487
22 24 0
24 22 0.074646
23 24 2.6142595
24 23 2.8908005
24 25 0.3526735
25 24 0.4039835
25 26 0.1696875
26 25 0.2701655
26 27 0.126333
27 26 0.2186525
27 28 1.575735
28 27 3.3852535
28 29 0.182944
29 28 0.1787455
29 30 6.663345
30 29 6.928691
29 31 0.4739145
31 29 0.14309
30 32 0
32 30 0.063449
31 32 2.5091165
32 31 2.828276
32 33 0.021216
33 32 0.3399035
33 34 0.2717195
34 33 0.1373365
34 35 1.625265
35 34 2.251069
35 36 1.167141
36 35 2.2977415
36 37 5.1140025
37 36 5.259898
37 38 6.1922245
38 37 6.3779355
37 39 0.5016005
39 37 0.1681315
38 40 0
40 38 0.0813355
39 40 3.2259845
40 39 3.738476
40 41 0.2241935
41 40 0.242691
41 42 0.220237
42 41 0.176687
42 43 0
43 42 0.4497695
43 44 1.6603475
44 43 3.1242635
44 45 0.1277285
45 44 0.147482
45 46 6.8890285
46 45 6.7218265
45 47 0
47 45 0.118826
46 48 0
48 46 0.0262755
47 48 2.7953035
48 47 3.128461
48 49 0
49 48 0.207226
49 50 0.133447
50 49 0.4820065
50 51 0.5694645
51 50 0.6098335
51 52 1.6541255
52 51 4.0266875
52 53 3.9354805
53 52 4.269422
53 54 6.0572185
54 53 6.15614
53 55 0
55 53 0.147755
54 56 0.5684805
56 54 0
55 56 2.8382315
56 55 3.0054315
56 57 0.0546575
57 56 0.2702195
57 58 0.1880415
58 57 0.163
58 59 0
59 58 0.0907905
59 60 1.2467755
60 59 2.8981135
60 61 0.1314605
61 60 0.190722
61 62 5.13753
62 61 5.213899
61 63 0
63 61 0.162998
62 64 0
64 62 0.074647
63 64 2.612081
64 63 2.92813
64 65 0.0726985
65 64 0.255443
65 66 0.17762
66 65 0.312938
66 67 0.4008575
67 66 0.3390295
67 68 0.897907
68 67 2.3436245
68 69 3.2778595
69 68 3.394985
69 70 5.3154645
70 69 5.2837345
69 71 0
71 69 0.1500885
70 72 0
72 70 0.105754
71 72 2.6220355
72 71 2.743508
72 73 0.215645
73 72 0
73 74 0
74 73 0.1432475
74 75 0.0176085
75 74 0.113343
75 76 1.118769
76 75 2.6049265
76 77 0.156813
77 76 0.132706
77 78 5.4097195
78 77 5.228519
77 79 0
79 77 0.0359245
78 80 0
80 78 0.0804025
79 80 2.464944
80 79 2.7915685
80 81 0.0658565
81 80 0.215626
81 82 0.14558
82 81 0.108562
82 83 0.4834505
83 82 0.7726735
83 84 1.0326015
84 83 2.33787
84 85 3.0736405
85 84 3.17365
85 86 5.3770565
86 85 5.325263
85 87 0
87 85 0.186018
86 88 0
88 86 0.050384
87 88 2.5783305
88 87 2.94695
88 89 0.2019515
89 88 0.2436225
89 90 0.1553785
90 89 0.338446
90 91 0.1930565
91 90 0.0357255
91 92 0.922015
92 91 2.484541
92 93 0.026782
93 92 0.21654
93 94 5.364614
94 93 5.3997645
93 95 0
95 93 0.146511
94 96 0
96 94 0.076669
95 96 2.0168425
96 95 2.37613
96 97 0.159649
97 96 0.168346
97 98 0.045725
98 97 0.17451
98 99 0.1294435
99 98 0.3530285
99 100 0.9604325
100 99 2.1389385
100 101 0.304265
101 100 0.548771
101 102 5.500553
102 101 5.5487695
101 103 0.0374795
103 101 0.121626
102 104 0
104 102 0.09269
103 104 2.5277805
104 103 2.947572
104 105 0.350491
105 104 0.322794
105 106 0.1214715
106 105 0.2048395
106 107 0.056651
107 106 0.267635
107 108 1.055777
108 107 2.587973
108 109 0.058201
109 108 0.1932085
109 110 5.738835
110 109 5.7064835
109 111 0
111 109 0.1161825
110 112 0.65387
112 110 0.0611155
111 112 2.5322915
112 111 2.830608
112 113 0.162755
113 112 0.281262
113 114 0.187885
114 113 0
114 115 0
115 114 0.2802465
115 116 1.2215775
116 115 3.090667
116 117 0.1924295
117 116 0.232404
117 118 4.182535
118 117 4.2436605
117 119 0
119 117 0.135002
118 120 0
120 118 0.122242
119 120 1.2991965
120 119 1.6955015
120 121 1.772428
121 120 1.089914
121 122 0.19784
122 121 0.231748
122 123 0.0964705
123 122 0.1113195
123 124 0.61343
124 123 1.929586
124 125 0.0885315
125 124 0.1656785
125 126 5.0171445
126 125 5.000969
125 127 0
127 125 0.1871075
126 128 0.010261
128 126 0
127 128 2.6464555
128 127 2.6085015
128 129 0
129 128 0.820674
129 130 0.6524735
130 129 0.1314265
